States/UTs,Crime Head,Year,Cases pending investigation from previous year,Cases reported Under 156_3 during the year,Cases reported in Police Stations during the year,Cases reported during the year,No of victims in the registered cases,No of cases withdrawn by the Govt during investigation,Cases not investigated Under 157_1_b CRPC,Cases transferred to other Police Station or Magistrate,Cases ended as final report false,Cases ended as mistake of fact or of law,Cases in ended as final report as Non Cognizable Submitted,Cases Chargesheeted Out of Cases During the Year,Cases Chargesheeted Out of Cases from Previous Year,Cases Chargesheeted,Cases Not Chargesheeted but final report Submitted,Total cases Investigated,Cases pending investigation at the end of the year,Cases pending trial from the previous year,Cases sent for trial during the year,Cases withdrawn by the Govt,Cases disposed off by Plea Bargaining,Cases for Trial during the year,Cases compounded or withdrawn,Cases in which trials were completed,Cases  convicted Out of Cases During the Year,Cases  convicted Out of Cases from Previous Year,Cases convicted,Cases Acquitted Out of Cases During the Year,Cases Acquitted Out of Cases from Previous Year,Cases Acquitted or Discharged,Cases Pending Trial at the end of the year,Persons in custody during inv stage at beginning of Year_Male,Persons in custody during inv stage at beginning of Year_Female,Persons in custody during inv stage at beginning of Year_Total,Persons on bail during inv stage at beginning of Year_Male,Persons on bail during inv stage at beginning of Year_Female,Persons on bail during inv stage at beginning of Year_Total,Persons arrested during the year_Male,Persons arrested during the year_Female,Persons arrested during the year_Total,Persons released or freed before trial for want of evidence_Male,Persons released or freed before trial for want of evidence_Fem,Persons released or freed before trial for want of evidence_Tot,Persons in custody during inv stage at year end_Male,Persons in custody during inv stage at year end_Female,Persons in custody during inv stage at year end_Total,Persons on Bail during inv stage at year end_Male,Persons on Bail during inv stage at Year end_Female,Persons on Bail during inv stage at year end_Total,Persons charge sheeted_Male,Persons charge sheeted_Female,Persons charge sheeted_Total,Persons in custody during trial stage at begin of year_Male,Persons in custody during trial stage at begin of year_Female,Persons in custody during trial stage at begin of year_Total,Persons on Bail during trial stage at begin of year_Male,Persons on Bail during trial stage at begin of year_Female,Persons on Bail during trial stage at begin of year_Total,Total number of persons under Trial_Male,Total number of persons under Trial_Female,Total number of persons under Trial_Total,Persons against whom cases were compounded by Courts_Male,Persons against whom cases were compounded by Courts_Female,Persons against whom cases were compounded by Courts_Total,Persons against whom cases were withdrawn_Male,Persons against whom cases were withdrawn_Female,Persons against whom cases were withdrawn_Total,Persons in custody during trial stage at Year end_Male,Persons in custody during trial stage at Year end_Female,Persons in custody during trial stage at Year end_Total,Persons on bail during trial stage at Year End_Male,Persons on bail during trial stage at Year End_Female,Persons on bail during trial stage at Year End_Total,Persons whose cases trials were completed during the year_Male,Persons whose cases trials were completed during the year_Female,Persons whose cases trials were completed during the year_Total,Persons convicted_Male,Persons convicted_Female,Persons convicted_Total,Persons acquitted_Male,Persons acquitted_Female,Persons acquitted_Total,Persons Discharged by Court_Male,Persons Discharged by Court_Female,Persons Discharged by Court_Total
Chandigarh,6.2 - Other places related to work,2014,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,1,5,3,0,0,8,0,4,0,1,1,0,3,3,4,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,0,9,12,0,12,0,0,0,0,0,0,0,0,0,7,0,7,5,0,5,2,0,2,3,0,3,0,0,0
Chandigarh,6.3 - In Public Transport system,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,6.4 - in Other Places,2014,8,0,2,2,2,0,0,0,0,2,0,1,4,5,2,9,1,35,5,0,0,40,0,14,0,5,5,0,9,9,26,0,0,0,4,0,4,3,0,3,0,0,0,0,0,0,1,0,1,6,0,6,0,0,0,52,0,52,58,0,58,0,0,0,0,0,0,0,0,0,37,0,37,21,0,21,7,0,7,14,0,14,0,0,0
Chandigarh,7 - Cruelty by Husband or his Relatives (Section 498A),2014,102,3,138,141,141,0,0,0,0,26,0,29,33,62,2,90,153,237,62,0,0,299,0,58,0,11,11,0,47,47,241,5,0,5,29,9,38,121,9,130,23,0,23,7,0,7,24,9,33,101,9,110,0,0,0,353,65,418,454,74,528,0,0,0,0,0,0,0,0,0,361,47,408,93,27,120,11,9,20,82,18,100,0,0,0
Chandigarh,8 - Importation of Girls from Foreign Country (Section 366B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,9 - Abetment of Suicides of Women u/s 306 IPC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,"10 - Dowry Prohibition Act, 1961",2014,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,"11 - Indecent Representation of Women (Prohibition) Act, 1986",2014,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,12 - Commission of Sati Prevention Act 1987,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,"13 - Protection of Women from Domestic Violence Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,14 - Immoral Traffic (Prevention) Act (Women Cases only),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,14.1 - Under ITP Section 5,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,14.2 - Under ITP Section 6,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,14.3 - Under ITP Section 7,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,14.4 - Under ITP Section 8,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,14.5 - Other Sections under ITP Act,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,15 - Total Crimes against Women,2014,290,5,427,432,437,0,0,0,0,134,0,118,144,262,24,420,302,524,262,0,0,786,0,237,9,56,65,26,146,172,549,19,0,19,116,10,126,377,13,390,43,0,43,17,0,17,92,12,104,360,11,371,0,0,0,782,69,851,1142,80,1222,0,0,0,0,0,0,0,0,0,802,49,851,340,31,371,78,10,88,262,21,283,0,0,0
D&N Haveli,1 - Rape (Section 376 IPC),2014,3,0,5,5,5,0,0,0,0,0,0,5,3,8,0,8,0,13,8,0,0,21,0,3,0,0,0,0,3,3,18,0,0,0,3,0,3,5,1,6,0,0,0,0,0,0,0,0,0,8,1,9,0,0,0,18,0,18,26,1,27,0,0,0,0,0,0,0,0,0,21,1,22,5,0,5,0,0,0,5,0,5,0,0,0
D&N Haveli,1.1 - Custodial Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,1.1.1 - Custodial_Gang Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,1.1.2 - Custodial_Other Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,1.2 - Rape other than Custodial,2014,3,0,5,5,5,0,0,0,0,0,0,5,3,8,0,8,0,13,8,0,0,21,0,3,0,0,0,0,3,3,18,0,0,0,3,0,3,5,1,6,0,0,0,0,0,0,0,0,0,8,1,9,0,0,0,18,0,18,26,1,27,0,0,0,0,0,0,0,0,0,21,1,22,5,0,5,0,0,0,5,0,5,0,0,0
D&N Haveli,1.2.1 - Rape_Gang Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,1.2.2 - Rape_Others,2014,3,0,5,5,5,0,0,0,0,0,0,5,3,8,0,8,0,13,8,0,0,21,0,3,0,0,0,0,3,3,18,0,0,0,3,0,3,5,1,6,0,0,0,0,0,0,0,0,0,8,1,9,0,0,0,18,0,18,26,1,27,0,0,0,0,0,0,0,0,0,21,1,22,5,0,5,0,0,0,5,0,5,0,0,0
D&N Haveli,2 - Attempt to commit Rape (Section 376 & 511 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",2014,5,0,7,7,7,0,0,0,0,2,0,3,0,3,1,6,6,31,3,0,0,34,0,1,0,0,0,0,1,1,33,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,41,0,41,44,0,44,0,0,0,0,0,0,0,0,0,43,0,43,1,0,1,0,0,0,1,0,1,0,0,0
D&N Haveli,3.1 - Kidnaping & Abduction Section 363 IPC,2014,5,0,7,7,7,0,0,0,0,2,0,3,0,3,1,6,6,31,3,0,0,34,0,1,0,0,0,0,1,1,33,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,41,0,41,44,0,44,0,0,0,0,0,0,0,0,0,43,0,43,1,0,1,0,0,0,1,0,1,0,0,0
D&N Haveli,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,3.3 - Kidnapping for Ransom Section 364A,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,3.4 - Kidnapping & Abduction of Women to compel her for marriage,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,3.5 - Kidnapping & Abduction of Women-Other,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,4 - Dowry Deaths (Section 304-B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC),2014,1,0,2,2,2,0,0,0,0,0,0,2,0,2,0,2,1,24,2,0,0,26,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,32,0,32,34,0,34,0,0,0,0,0,0,0,0,0,34,0,34,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,5.1 - Sexual Harassment,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,5.2 - Assault on women with intent to Disrobe,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,5.3 - Voyeurism,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,5.4 - Stalking,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,5.5 - Others,2014,1,0,2,2,2,0,0,0,0,0,0,2,0,2,0,2,1,24,2,0,0,26,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,32,0,32,34,0,34,0,0,0,0,0,0,0,0,0,34,0,34,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,6 - Insult to the Modesty of Women_Total (Section 509 IPC),2014,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,3,1,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,6.1 - At Office premises,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,6.2 - Other places related to work,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,6.3 - In Public Transport system,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,6.4 - in Other Places,2014,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,3,1,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,7 - Cruelty by Husband or his Relatives (Section 498A),2014,4,1,5,6,6,0,0,0,0,0,0,2,0,2,1,3,7,17,2,0,0,19,0,2,0,0,0,0,2,2,17,0,0,0,0,0,0,4,1,5,0,0,0,0,0,0,0,0,0,4,1,5,0,0,0,36,8,44,40,9,49,0,0,0,0,0,0,0,0,0,36,9,45,4,0,4,0,0,0,4,0,4,0,0,0
D&N Haveli,8 - Importation of Girls from Foreign Country (Section 366B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,9 - Abetment of Suicides of Women u/s 306 IPC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"10 - Dowry Prohibition Act, 1961",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"11 - Indecent Representation of Women (Prohibition) Act, 1986",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,12 - Commission of Sati Prevention Act 1987,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"13 - Protection of Women from Domestic Violence Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,14 - Immoral Traffic (Prevention) Act (Women Cases only),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,14.1 - Under ITP Section 5,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,14.2 - Under ITP Section 6,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,14.3 - Under ITP Section 7,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,14.4 - Under ITP Section 8,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,14.5 - Other Sections under ITP Act,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,15 - Total Crimes against Women,2014,13,1,20,21,21,0,0,0,0,2,0,13,3,16,2,20,14,91,16,0,0,107,0,6,0,0,0,0,6,6,101,0,0,0,3,0,3,15,2,17,0,0,0,0,0,0,0,0,0,18,2,20,0,0,0,135,8,143,153,10,163,0,0,0,0,0,0,0,0,0,143,10,153,10,0,10,0,0,0,10,0,10,0,0,0
Daman & Diu,1 - Rape (Section 376 IPC),2014,1,0,2,2,2,0,0,0,0,0,0,2,1,3,0,3,0,11,3,0,0,14,0,3,0,1,1,0,2,2,11,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,1,0,1,2,0,2,2,0,2,19,0,19,23,0,23,0,0,0,0,0,0,1,0,1,19,0,19,3,0,3,1,0,1,2,0,2,0,0,0
Daman & Diu,1.1 - Custodial Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,1.1.1 - Custodial_Gang Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,1.1.2 - Custodial_Other Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,1.2 - Rape other than Custodial,2014,1,0,2,2,2,0,0,0,0,0,0,2,1,3,0,3,0,11,3,0,0,14,0,3,0,1,1,0,2,2,11,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,1,0,1,2,0,2,2,0,2,19,0,19,23,0,23,0,0,0,0,0,0,1,0,1,19,0,19,3,0,3,1,0,1,2,0,2,0,0,0
